,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,경도,위도
3275,서구,치평동,치평동해광한신,광주광역시 서구 상무공원로 114,062-381-5123,1초소 경비실,126.843689848249,35.1549631538893
3276,서구,금호동,금호동호반2차,광주광역시 서구 화개1로 33,062-682-2100,정문 경비실,126.854639877316,35.12588344808
3277,서구,동천동,동천마을2단지휴먼시아,광주광역시 서구 동천로 11 관리사무소,062-514-2910,관리사무소,126.857549142301,35.1700641119586
3278,서구,치평동,치평동라인동산,광주광역시 서구 상무평화로 64,062-376-1174,105동 경비초소,126.84473238229,35.1477337860085
3279,서구,풍암동,풍암중흥2차아파트,광주광역시 서구 풍암순환로 10 풍암 중흥2차아파트,062-681-2325,풍암 중흥2차아파트 관리사무소,126.873996649089,35.1249896012624
3280,광산구,신가동,수완중흥1차아파트,광주광역시 광산구 수등로76번길 74 수완1단지 중흥에스클래스,9591221,관리사무소,126.816296831001,35.1800441839555
3281,광산구,선암동,선운다사로움,광주광역시 광산구 선운로 34,062-943-1995,경비실,126.773465181777,35.1491592265723
3282,광산구,고룡동,광주소년원,광주광역시 광산구 고룡동 795-10,062-952-3642,생활관,126.767698652085,35.2114764938855
3284,광산구,운남동,운남우방아이유쉘아파트,광주광역시 광산구 임방울대로 154-24,062-942-2888,정문경비실,126.818848933315,35.1748201657368
3285,광산구,송정동,송광중학교,광주광역시 광산구 송정로 74 송광중학교,062-949-6466,중앙현관 엘리베이터 앞,126.797949147736,35.1334029391088
3286,서구,쌍촌동,쌍촌일신아파트,광주광역시 서구 월드컵4강로 137 쌍촌 일신아파트,062-381-9918,제3초소 경비실(105동 경비실),126.867263813334,35.147857819229
3287,광산구,수완동,수완현진에버빌1단지,광주광역시 광산구 장덕로 138,062-953-1168,관리사무소 2층,126.823252701773,35.196138925575
3288,광산구,장덕동,수완현진2차아파트,광주광역시 광산구 풍영로169번길 46,062-953-3027,휘트니센터 옆 기둥,126.810880667747,35.1885607677753
3289,서구,세하동,서창보건진료소,광주광역시 서구 눌재로 412,062-350-4480,1층,126.830290559787,35.1144997489722
3290,광산구,우산동,어등하이빌아파트,광주광역시 광산구 사암로215번길 16 어등하이빌,062-952-3015,101동 1문 경비실,126.808193727462,35.1641280958171
3291,서구,쌍촌동,광주도시철도공사쌍촌역,광주광역시 서구 상무대로 지하 983 지하(쌍촌역),6048511,고객안내센터 앞(지하1층),126.869607537741,35.151580188105
3292,서구,양동,광주도시철도공사양동시장역,광주광역시 서구 경열로 지하 152 (양동역),6048471,고객안내센터앞,126.901464653661,35.1544331628163
3293,서구,마륵동,한국도시철도공사김대중컨벤션센터역,광주광역시 서구 상무대로 지하 705 (마륵동),6048541,고객안내센터 앞,126.841380236714,35.1431559404159
3294,서구,화정동,광주도시철도공사화정역,광주광역시 서구 상무대로 1041 (화정동),6048501,고객안내센터 앞(지하2층),126.875787703504,35.1522004173219
3295,남구,구동,광주공원노인복지관,광주광역시 남구 서오층석탑2길 17 (구동),062-671-3370,1층복도,126.907921059332,35.1474753209989
3296,서구,쌍촌동,광주도시철도공사운천역,광주광역시 서구 상무대로 지하 883 (쌍촌동),6048521,지하2층 고객안전센터 앞,126.858688790576,35.150512363307
3297,서구,농성동,한국도시철도공사돌고개역,광주광역시 서구 경열로 지하 87 (농성동),6048481,지하2층 고객안내센터 앞,126.89501444831,35.1517787381497
3298,서구,농성동,한국도시철도공사농성역,광주광역시 서구 상무대로 지하 1123 (농성동),6048491,농성역대합실(고객안내센터앞),126.883858099256,35.1534714075901
3300,서구,풍암동,풍암우미광장아파트,"광주광역시 서구 풍암순환로 183 (풍암동', ' 우미광장아파트)",6810456,1층 관리동 현관입구,126.880314854074,35.1262690914609
3301,북구,매곡동,국립광주박물관,광주광역시 북구 하서로 110 (국립광주박물관),062-570-7000,전시관 안내데스크,126.88395145401,35.1896565755909
3302,서구,쌍촌동,광천청소년문화의집,광주광역시 서구 칠성로43번길 11 (쌍촌동),7143177,4층복도,126.86222895882,35.1674834400292
3303,서구,치평동,상무에스케이뷰아파트,"광주광역시 서구 마륵복개로 140 (치평동', ' 상무에스케이뷰)",3827474,102동 지하1층 관리사무소 앞,126.851840932095,35.1476805824813
3304,서구,치평동,김대중컨벤션센터,"광주광역시 서구 상무누리로 30 (치평동', ' 김대중컨벤션센터)",6112133,1층,126.840480480885,35.1467770575479
3305,서구,치평동,김대중컨벤션센터,"광주광역시 서구 상무누리로 30 (치평동', ' 김대중컨벤션센터)",6112133,4층 컨벤션홀 로비,126.840480480885,35.1467770575479
3306,서구,풍암동,풍암동현대아파트,"광주광역시 서구 풍암순환로 70 (풍암동', ' 현대아파트)",6813081,제2경비실,126.878203201228,35.1206861902671
3307,서구,풍암동,풍암동현대아파트,"광주광역시 서구 풍암순환로 70 (풍암동', ' 현대아파트)",6813081,제1경비실,126.878203201228,35.1206861902671
3308,서구,화정동,화정동현대아파트,"광주광역시 서구 화운로175번길 15 (화정동', ' 현대아파트)",3742935,경비실 2초소내,126.874137269439,35.1535951911416
3309,서구,금호동,금호시영1단지아파트,"광주광역시 서구 운천로 41 (금호동', ' 금호시영1단지 아파트)",3715576,"광주광역시 서구 운천로 41(금호동', ' 금호시영1단지아파트)",126.858329594127,35.1373417962899
3310,광산구,신창동,신창도시공사아파트관리사무소,광주광역시 광산구 왕버들로252번길 46,9559909,신창도시공사아파트 관리사무소,126.834062417682,35.1953280398639
3311,동구,월남동,월남호반베르디움1차아파트,광주광역시 동구 남문로 377 관리사무소,062-222-5991,아파트관리사무소,126.937139626095,35.1051265357819
3312,북구,일곡동,숭일고등학교,"광주광역시 북구 모룡대길 40 (일곡동', ' 숭일고등학교)",062-608-0599,보건실 입구,126.896906409545,35.2178134826568
3313,동구,산수동,두암타운아파트,"광주광역시 동구 밤실로 147 (산수동', ' 두암타운)",062-266-3784,108동 경비실,126.934902080165,35.161232975781
3314,북구,중흥동,늘푸른요양병원,"광주광역시 북구 우치로 20 (중흥동', '늘푸른요양병원)",062-521-6500,1층 정문,126.911135844434,35.1693307319242
3315,동구,운림동,광주학운초등학교,광주광역시 동구 의재로 181 광주학운초등학교,062-220-1779,광주학운초등학교 본관 1층 중앙로비,126.947152792789,35.133270956286
3316,광산구,소촌동,정광중학교,광주광역시 광산구 소촌로 90-36 정광중학교,062-949-5502,정광중학교,126.796028556336,35.1551428697056
3317,북구,금곡동,무등산국립공원사무소,"광주광역시 북구 무등로 1550', ' 무등산국립공원사무소 (금곡동)",062-230-2043,원효분소 내(휴대용),126.989013592794,35.1439030089947
3318,북구,금곡동,무등산국립공원사무소,"광주광역시 북구 무등로 1550', ' 무등산국립공원사무소 (금곡동)",062-230-2043,풍암탐방지원센터 내(출입구 맞은편),126.989013592794,35.1439030089947
3319,북구,금곡동,무등산국립공원사무소,"광주광역시 북구 무등로 1550', ' 무등산국립공원사무소 (금곡동)",062-230-2043,청풍탐방지원센터 내(출입구 좌측),126.989013592794,35.1439030089947
3320,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,증심탐방지원센터 내 (운림동 104-1),126.94833320012,35.1308003767146
3321,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,무등산국립공원사무소 재난안전상황실,126.94833320012,35.1308003767146
3322,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,무등산국립공원사무소 재난안전상황실 내(휴대용),126.94833320012,35.1308003767146
3323,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,목교지킴터 내(출입구 우측) 용연동 산 354-1,126.94833320012,35.1308003767146
3324,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,장불재탐방지원센터 내(용연동 산 354-5),126.94833320012,35.1308003767146
3325,동구,계림동,태평요양병원,광주광역시 동구 구성로 268,062-414-0100,5층 중환자병동,126.919669243196,35.1576045145702
3326,동구,월남동,월남호반베르디움2차아파트,광주광역시 동구 남문로 307,062-228-3345,관리사무소 내,126.938423184198,35.1008438939536
3327,서구,금호동,금호시영일반분양(5차),광주광역시 서구 운천로32번길 7 금호시영아파트(5차),3764741,501동 현관 입구,126.860208577756,35.1362373759171
3328,서구,화정동,광주보호관찰소,광주광역시 서구 화정로 175 광주보호관찰소,3706618,1층 로비,126.876596605422,35.145758048073
3329,서구,농성동,상록도서관,광주광역시 서구 상무대로1171번길 11 상록도서관,3504580,상록도서관 1층 로비,126.888917756707,35.1552226268398
3330,광산구,월곡동,광주장애인부모연대,광주광역시 광산구 사암로340번길 35,062-523-4982,5층 입구,126.810832402392,35.1752744535896
3331,광산구,산정동,엠마우스보호작업장,광주광역시 광산구 목련로2번길 19,062-955-7738,1층 입구,126.798384052911,35.1722541210941
3332,광산구,비아동,비아호반아파트,광주광역시 광산구 비아로 185,062-953-0588,비아호반아파트 관리사무소,126.823895281217,35.2230973714048
3333,광산구,수완동,수완우미린2차아파트,광주광역시 광산구 왕버들로132번길 22,062-953-0364,수완우미린2차아파트 관리사무소,126.822217553544,35.2011326152705
3334,광산구,신가동,수완휴먼시아3단지아파트,광주광역시 광산구 하남대로261번길 11,062-961-7626,수완휴먼시아3단지 관리사무소,126.82001470295,35.1805262219253
3335,광산구,선암동,선운휴먼시아관리사무소,"광주광역시 광산구 선운중앙로 68 (선암동', ' 광주선운휴먼시아)",062-941-2322,관리사무소,126.779235029606,35.1476857885272
3338,광산구,운남동,삼성아파트,광주광역시 광산구 임방울대로 142-12,062-955-6721,관리사무소,126.81948647995,35.1720066330035
3339,광산구,월계동,첨단라인1차아파트,광주광역시 광산구 월계로 117-32,062-971-4462,첨단라인1차아파트 관리사무소,126.840925215478,35.2158782423141
3340,광산구,장덕동,수완휴먼시아6단지아파트,광주광역시 광산구 풍영로329번길 51,062-952-3575,관리사무소,126.811794908936,35.2004743810488
3341,광산구,산월동,첨단1차부영아파트,광주광역시 광산구 월계로 170,062-973-0256,관리사무소,126.845565583524,35.2130037147029
3343,광산구,장덕동,수완세영리첼아파트,광주광역시 광산구 풍영로 294-23,062-962-8610,수완세영리첼아파트 관리사무소,126.8170260641,35.1989281067066
3344,광산구,장덕동,수완휴먼시아7단지아파트,"광주광역시 광산구 풍영로329번길 50 (장덕동', ' 신완마을 휴먼시아)",062-954-0577,수완휴먼시아7단지 관리사무소,126.811429328505,35.2019549136579
3345,광산구,수완동,수완코오롱하늘채아파트,광주광역시 광산구 장덕로137번길 39,062-959-0991,수완코오롱하늘채아파트 관리사무소,126.822921476365,35.1982877170536
3346,광산구,산월동,첨단3-5호반리젠시빌아파트,광주광역시 광산구 첨단중앙로68번길 99,062-971-0271,첨단3-5호반리젠시빌아파트 정문 경비실,126.848772772434,35.2124823657469
3347,광산구,신가동,수완호반베르디움아파트,광주광역시 광산구 수등로123번길 21,062-952-1058,수완호반베르디움아파트 관리사무소,126.822283377357,35.185682616826
3348,광산구,장덕동,신안실크밸리아파트,광주광역시 광산구 풍영로330번길 34,062-953-0071,신안실크밸리아파트 관리사무소,126.816836303595,35.2003509647777
3349,광산구,장덕동,수완대방노블랜드5차아파트,"광주광역시 광산구 풍영로170번길 39-26 (장덕동', ' 성덕마을 대방노블랜드5차)",062-955-1690,수완대방5차아파트 관리사무소,126.816399475669,35.1892718650896
3350,광산구,운남동,운남주공6단지아파트,광주광역시 광산구 목련로153번길 134,062-961-6601,운남주공6단지아파트 관리사무소,126.815611304865,35.1786983203958
3351,광산구,산정동,하남부영2차아파트,광주광역시 광산구 목련로 41,062-953-0212,하남부영2차아파트 관리사무소,126.802135483878,35.1751867386011
3352,남구,진월동,진월국제테니스장,광주광역시 남구 화산로 30 센터 코트 로비,062-716-1391,진월국제테니스장 센터코드 로비,126.900367868619,35.1115139469875
3353,남구,진월동,남구다목적체육관,광주광역시 남구 화산로 110 진월동,062-673-1000,남구다목적체육관 지하 1층 수영장 지도자실 앞,126.908625143439,35.1140905177948
3354,남구,구동,빛고을아트스페이스(문화관),광주광역시 남구 천변좌로338번길 7 1층 경비실 앞,062-670-7934,빛고을아트스페이스(문화관) 1층 경비실 옆,126.907896650806,35.1479058826366
3355,남구,행암동,효천중흥S클래스아파트,광주광역시 남구 효우로 332-11 클레시안 센터 안내소,062-673-3370,효천증흥 S클래스 아파트 클래시안 센터 안내소,126.88106027107,35.1005796346038
3356,남구,행암동,효천LH천년나무1단지아파트,"광주광역시 남구 효우로 260 (행암동', ' 효천엘에이치천년나무1단지아파트)",062-674-6328,효천1휴먼시아아파트 관리사무소앞,126.88844056756,35.1035681940675
3357,남구,송하동,금호타운아파트,광주광역시 남구 효덕로 291 관라동 1층,062-675-8993,관리동 1층,126.895736365288,35.1101126636302
3358,남구,백운동,백운1차휴먼시아아파트,광주광역시 남구 독립로80번길 7 관리동,062-375-6566,백운1차 휴먼시아아파트 관리동,126.904153364486,35.1427754049584
3359,남구,노대동,휴먼시아3차아파트,광주광역시 남구 효우로60번길 10 관리사무소 내,062-675-1058,휴먼시아 3차 아파트 관리사무소 내,126.902386261253,35.110178862475
3361,남구,주월동,호반힐하임아파트,광주광역시 남구 서문대로 780 관리동 1층,062-412-8383,호반힐하임아파트 관리동,126.898621208473,35.1288950542743
3362,북구,일곡동,일곡동대림1차아파트,"광주광역시 북구 양일로305번길 11-1 (일곡동', '대림1차@)",062-571-2154,관리사무소,126.896547368163,35.2036938644812
3363,동구,지산동,광주고등법원,"광주광역시 동구 준법로 7-12', ' 광주고등법원 (지산동)",062-239-1340,광주고등법원 청사 현관(1층),126.93470038072,35.1511594480371
3364,동구,학동,학2마을아파트,광주광역시 동구 남문로693번길 11 관리사무소,062-223-1168,학2마을아파트 관리사무소 현관,126.928225481971,35.1298171145428
3365,동구,소태동,모아미래도아파트,광주광역시 동구 학소로76번길 14 관리사무소,062-233-0433,모아미래도아파트 관리사무소 현관,126.935998960967,35.1269525167183
3366,동구,계림동,금호타운아파트,광주광역시 동구 필문대로 12-7 관리사무소,062-514-8356,금호타운아파트 관리사무소 현관,126.921086133737,35.1640038343585
3367,광산구,산정동,하남2지구다사로움1단지아파트,광주광역시 광산구 목련로21번길 45,062-955-7183,하남2지구다사로움1단지아파트 관리사무소,126.798448475901,35.1754178966261
3368,광산구,신가동,신창호반6차아파트관리사무소,광주광역시 광산구 신창로35번길 80 (신가동) 신창6차호반베르디움아파트,062-452-0610,정문 경비실,126.833181249272,35.1862428959447
3369,광산구,신가동,신가중흥2차아파트,광주광역시 광산구 목련로382번길 79,062-955-7995,201동 경비실,126.837075951734,35.1811086722238
3370,광산구,장덕동,수완골드클래스아파트,광주광역시 광산구 장덕로5번길 16,062-962-3680,경비실,126.811287275914,35.1977096847581
3371,광산구,월계동,첨단대우아파트,광주광역시 광산구 첨단중앙로181번길 88-21,062-972-6266,관리사무소 출입구,126.830453612832,35.2196143666511
3372,광산구,신가동,신가1차호반리젠시빌아파트,광주광역시 광산구 수등로 280,9617722,정문 경비실,126.839540950783,35.1831831868314
3373,광산구,신창동,신창5차호반베르디움아파트,광주광역시 광산구 왕버들로251번길 27,062-961-0422,후문 경비초소,126.835320637274,35.1976289284711
3374,북구,유동,천주의성요한병원,광주광역시 북구 태봉로 32 (유동),5103114,정신병원 입원실(안집),126.903534191302,35.1603020482324
3375,북구,유동,천주의성요한병원,광주광역시 북구 태봉로 32 (유동),5103114,일반의원 1층 안내 벽면,126.903534191302,35.1603020482324
3376,북구,유동,천주의성요한병원,광주광역시 북구 태봉로 32 (유동),5103114,정신병원 원무과 벽면,126.903534191302,35.1603020482324
3377,서구,쌍촌동,치평중학교,광주광역시 서구 화정로21번길 5 치평중학교,062-380-2302,화정로21번길 5(쌍촌동),126.85919311212,35.1446880880419
3378,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,기혼자아파트 1층 로비,126.842947893389,35.2268791477147
3379,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,오룡관,126.842947893389,35.2268791477147
3382,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,생명과학동 로비,126.842947893389,35.2268791477147
3383,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,대학원기숙사 9동 1층 로비,126.842947893389,35.2268791477147
3384,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,전기전자공학동 C동 로비,126.842947893389,35.2268791477147
3385,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,제2학생회관 1층 로비,126.842947893389,35.2268791477147
3386,광산구,운남동,운남동주민센터,광주광역시 광산구 운남동 387-25,062-960-7750,민원실,126.821897426425,35.1732666022508
3387,광산구,신창동,신창동주민센터,광주광역시 광산구 신창동 1171-3,062-960-7780,민원실,126.840712460514,35.195581596664
3388,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,대학원 기숙사1동 1층 로비,126.842947893389,35.2268791477147
3396,광산구,신가동,수완아름마을휴먼시아2단지,"광주광역시 광산구 수등로123번길 22 (신가동', ' 아름마을 휴먼시아)",062-956-0820,관리사무소,126.823301057666,35.1850639739912
3407,광산구,장덕동,성덕초등학교,"광주광역시 광산구 풍영로 313', ' 성덕초등학교 (장덕동)",062-717-4280,본관1층 보건실 앞,126.814301085107,35.199146412376
3413,광산구,신촌동,한국공항공사광주지사,광주광역시 광산구 신촌동 704-13,062-940-0352,2층 출발 일반대합실,126.810912274867,35.13938861719
3414,광산구,운남동,금구초등학교,"광주광역시 광산구 임방울대로165번길 60', ' 금구초등학교 (운남동)",062-958-6573,본관2층 보건실 앞,126.814100926805,35.176766930947
3415,광산구,장덕동,장덕초등학교,광주광역시 광산구 수등로 27 (장덕동),062-975-9822,후관2층 강당 입구,126.813180941447,35.1862806675671
3416,광산구,수완동,수완초등학교,"광주광역시 광산구 장덕로 143', ' 수완초등학교 (수완동)",062-960-9075,본관1층 현관,126.824507502736,35.1979020837656
3417,광산구,신촌동,한국공항공사광주지사,광주광역시 광산구 신촌동 704-13,062-940-0352,1층 도착대합실,126.810912274867,35.13938861719
3418,북구,양산동,연제초등학교,광주광역시 북구 하서로229번길 47 연제초등학교,062-605-9086,본교2층 강당 앞,126.873698624443,35.196169776653
3419,북구,일곡동,일곡동한일아파트,"광주광역시 북구 일곡로 66 (일곡동', '한일아파트)",062-572-0686,104동 경비실초소,126.895613747582,35.2076140360044
3420,북구,우산동,우산수영장,광주광역시 북구 중문로 지하 62 (우산동),062-267-8850,지하1층,126.920948066127,35.1778262453046
3421,북구,북동,광주도시철도공사,광주광역시 북구 금남로 지하138 금남로5가역,062-604-8461,금남로5가역,126.909189455898,35.1542760525662
3422,북구,신용동,첨단2호반베르디움2,"광주광역시 북구 첨단연신로133번길 7 (신용동', ' 호반베르디움)",062-571-0877,관리사무소 앞,126.863914213796,35.2079193032472
3423,북구,신용동,첨단자이1차아파트,광주광역시 북구 임방울대로1042번길 14-1 첨단자이1차아파트,062-574-0660,관리사무소 앞,126.870205717832,35.2100323089088
3424,북구,용두동,양산타운,"광주광역시 북구 하서로423번길 33 용두동', '양산타운 아파트",062-572-6194,정문경비실 앞,126.873279104586,35.2123273402213
3425,북구,매곡동,서광인텔파크아파트,"광주광역시 북구 하백로 45 (매곡동', ' 서광인텔파크아파트",062-575-0063,관리사무소,126.889370098552,35.1917269201156
3426,북구,신용동,첨단2제일풍경채,"광주광역시 북구 첨단연신로 216 (신용동', '제일풍경채)",062-524-6600,관리사무소,126.857215748372,35.2111841256944
3427,북구,신용동,첨단2한양수자인,"광주광역시 북구 첨단연신로 184 (신용동', '한양수자인아파트)",062-571-0184,관리사무소,126.859150978,35.2132275015946
3428,북구,용봉동,광주광역시북구청,광주광역시 북구 우치로 77 (용봉동) 세무2과,4108180,세무2과 민원창구앞,126.912107567985,35.1742905296566
3429,북구,일곡동,일곡동청솔4차@,"광주광역시 북구 일곡마을로 10 (일곡동', ' 청솔4차아파트)",062-575-4697,아파트관리사무소,126.899788260978,35.2069986945384
3430,북구,용두동,용두2주공@,"광주광역시 북구 하서로483번길 22 (용두동', ' 용두주공2차아파트)",062-575-9100,아파트관리사무소,126.875238110109,35.2167708708374
3431,북구,용봉동,용봉삼성@,"광주광역시 북구 서하로 120 (용봉동', ' 삼성아파트)",062-573-1131,아파트관리사무소,126.89337608604,35.186394583127
3432,북구,용봉동,용봉주공아파트,"광주광역시 북구 매곡로 20 (용봉동', ' 주공아파트)",010-****-****,아파트관리사무소,126.895515872097,35.1870527246769
3433,북구,임동,임동주공@,"광주광역시 북구 천변우로 11 (임동', ' 주공아파트)",062-511-2255,관리사무소내,126.885740962148,35.1700972279224
3434,북구,연제동,연제동현대@,"광주광역시 북구 양일로 55 (연제동', ' 현대아파트)",062-571-9874,아파트관리사무소,126.870878465868,35.198746926303
3435,북구,두암동,두암동라인동산@,"광주광역시 북구 삼정로 112-1 (두암동', ' 라인동산아파트)",062-268-8857,정문경비실,126.93622627736,35.1716942157315
3436,북구,용봉동,용봉모아미래도@,"광주광역시 북구 저불로 21 (용봉동', ' 모아미래도아파트)",062-515-9980,아파트관리사무소,126.893587483104,35.1766725639929
3437,북구,문흥동,문흥우산주공2,"광주광역시 북구 면앙로31번길 10 (문흥동', ' 우산주공2차아파트)",062-261-9842,아파트관리사무소,126.916896763393,35.1802450277314
3438,북구,신용동,광주첨단2휴먼시아아파트,"광주광역시 북구 첨단연신로 245 (신용동', ' 첨단휴먼시아)",5756556,아파트관리사무실,126.859416400678,35.2078314205047
3439,북구,연제동,연제주공@,"광주광역시 북구 양산제로 110 (연제동', ' 주공아파트)",062-464-6483,아파트관리사무소,126.869540944679,35.202894780072
3440,북구,문흥동,문흥금호타운@,"광주광역시 북구 문산로 99 (문흥동', '금호타운)",062-268-9085,관리사무실,126.926264532821,35.190730883719
3441,북구,일곡동,일곡지구대,광주광역시 북구 설죽로 489 (일곡동),062-573-0112,일곡지구대,126.898171419251,35.2030041739885
3442,북구,우산동,우산지구대,광주광역시 북구 중문로 63 (우산동),062-372-3409,우산지구대,126.919835987853,35.1782679904015
3443,북구,용봉동,용봉지구대,광주광역시 북구 문화소통로 78 (용봉동),062-524-0112,용봉지구대,126.902498122958,35.1834371712194
3444,북구,신안동,역전지구대,광주광역시 북구 태봉로 57 (신안동),062-521-0112,역전지구대,126.905036663174,35.1625689813577
3445,북구,동림동,동운지구대,광주광역시 북구 북문대로 240 (동림동),062-513-2112,동운지구대,126.866140827886,35.1871147674042
3446,북구,문흥동,문흥우산주공1,"광주광역시 북구 면앙로31번길 7 (문흥동', ' 우산주공1차아파트)",062-261-9841,아파트관리사무실,126.915226959371,35.1802280066989
3447,북구,신용동,첨단1휴먼시아@,"광주광역시 북구 첨단연신로 250 (신용동', ' 첨단휴먼시아)",062-573-3993,아파트관리사무실,126.858117306388,35.2065777474805
3448,북구,문흥동,문흥라인1차@,"광주광역시 북구 문산로 61 (문흥동', ' 라인1차아파트)",062-575-4697,라인1차관리사무실,126.921896687055,35.1875792619118
3449,북구,문흥동,문흥우성@,"광주광역시 북구 호동로 99 (문흥동', ' 우성아파트)",062-261-8216,우성아파트관리소,126.917151410394,35.1809463672051
3450,북구,문흥동,문흥지구대,광주광역시 북구 대천로 140-3 (문흥동),062-268-0122,문흥지구대,126.921631215592,35.1867670594301
3451,북구,두암동,두암지구대,광주광역시 북구 군왕로 146 (두암동),062-265-1113,두암지구대,126.933155334527,35.1741616486958
3452,북구,본촌동,건국지구대,광주광역시 북구 본촌마을길102번길 17 (본촌동),062-410-8963,건국지구대,126.879690670979,35.2185454491755
3453,북구,중흥동,중흥동모아타운,"광주광역시 북구 서암대로 199 (중흥동', ' 모아타운)",5295231,103동 1문 경비실,126.90545407951,35.1686419395697
3454,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,126.888805470329,35.1694249627668
3455,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,126.888805470329,35.1694249627668
3456,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,126.888805470329,35.1694249627668
3457,서구,동천동,동천마을6단지,광주광역시 서구 하남대로710번길 5,062-531-4300,관리동 2층,126.87082308655,35.1710859001168
3458,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,126.888805470329,35.1694249627668
3459,서구,쌍촌동,광주출입국관리사무소,광주광역시 서구 상무대로911번길 22,062-605-5205,1층로비,126.861914912405,35.1528719673867
3460,서구,내방동,내방마을주공아파트,광주광역시 서구 화운로193번길 25,062-384-8880,관리사무소 2층,126.873154175555,35.1549167310919
3461,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 의무실,126.842947893389,35.2268791477147
3462,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,행정동 현관,126.842947893389,35.2268791477147
3463,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,국제관 로비,126.842947893389,35.2268791477147
3464,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 교수아파트 경비실,126.842947893389,35.2268791477147
3465,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 신소재공학동 현관,126.842947893389,35.2268791477147
3466,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,GIST대학A동 현관,126.842947893389,35.2268791477147
3467,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,중앙도서관 로비,126.842947893389,35.2268791477147
3468,서구,풍암동,신암초등학교,광주광역시 서구 풍암2로 56,062-650-0606,후관 2층 강당,126.880927376266,35.1229519532132
3469,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,체육관 로비,126.842947893389,35.2268791477147
3470,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,126.888805470329,35.1694249627668
3471,북구,문흥동,상록아파트,"광주광역시 북구 문산로 20 (문흥동', ' 상록 아파트)",062-268-4438,106동 경비실,126.92336576498,35.1825186378177
3472,북구,양산동,양산호반1차아파트,광주광역시 북구 양산제로137번길 2 양산호반1차 아파트,5714322,101동 경비실앞,126.872471337723,35.2046618482992
3473,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,126.888805470329,35.1694249627668
3474,북구,오치동,우산중학교,광주광역시 북구 신촌로 22 우산중학교,062-260-5859,본관 중앙현관,126.912395851811,35.1896276715509
3475,북구,운암동,우성아파트,"광주광역시 북구 서강로 160 운암동', '우성아파트",062-526-1979,관리사무실 내,126.877680424729,35.1841407821063
3476,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,대학기숙사 A동 현관,126.842947893389,35.2268791477147
3477,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 시설관리동 현관,126.842947893389,35.2268791477147
3478,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 고등광기술연구소 현관,126.842947893389,35.2268791477147
3479,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 다산빌딩 현관,126.842947893389,35.2268791477147
